ID,Player,Team,Position,RkOv,Status,FPts,FP/G,GP,FG-,3PTM,FT-,PTS,OREB,REB,AST,ST,BLK,TO,TF,EJ,3D,2D
*03i9w*,Bryce Cotton,(N/A),"G,Flx",882,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*023tq*,Marcus Cousin,(N/A),"C,Flx",883,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*01uz3*,DeMarcus Cousins,(N/A),"C,Flx",884,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*042oi*,Isaiah Cousins,(N/A),"G,Flx",885,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*049lf*,Jaleel Cousins,(N/A),"C,Flx",886,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*031mh*,Allen Crabbe,(N/A),"G,F,Flx",889,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03jvr*,Aaron Craft,(N/A),"G,Flx",890,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03ktw*,Chris Crawford,(N/A),"G,Flx",891,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03ku1*,Drew Crawford,(N/A),"G,Flx",892,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0017n*,Jamal Crawford,(N/A),"G,F,Flx",893,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*01uyu*,Jordan Crawford,(N/A),"G,Flx",894,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04xjp*,Mitch Creek,(N/A),"G,Flx",895,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06mnx*,Kevin Cross,(N/A),"F,Flx",896,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05xp3*,Derek Culver,(N/A),"C,Flx",898,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*051om*,Jarrett Culver,(N/A),"G,Flx",899,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05ya0*,Jarron Cumberland,(N/A),"G,Flx",900,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03woc*,Will Cummings,(N/A),"G,Flx",901,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*01eof*,Dante Cunningham,(N/A),"F,Flx",902,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*02nfo*,Jared Cunningham,(N/A),"G,Flx",903,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0017p*,Eddy Curry,(N/A),"C,Flx",904,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*00113*,JamesOn Curry,(N/A),"G,Flx",905,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0392h*,Olek Czyz,(N/A),"F,Flx",906,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0018j*,Samuel Dalembert,(N/A),"C,Flx",907,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0393p*,Troy Daniels,(N/A),"G,Flx",909,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05qyr*,Nate Darling,(N/A),"G,Flx",910,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*032c7*,Luigi Datome,(N/A),"G,F,Flx",911,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*038i9*,Brandon Davies,(N/A),"F,Flx",912,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06hf9*,Antoine Davis,(N/A),"G,Flx",913,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0012z*,Baron Davis,(N/A),"G,Flx",914,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*042ns*,Deyonta Davis,(N/A),"F,Flx",915,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*01uz6*,Ed Davis,(N/A),"F,Flx",916,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0010a*,Glen Davis,(N/A),"F,C,Flx",917,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*059u3*,Jon Davis,(N/A),"G,Flx",918,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*015y2*,Josh Davis,(N/A),"F,Flx",919,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06hdx*,Kendric Davis,(N/A),"G,Flx",920,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0014j*,Paul Davis,(N/A),"F,C,Flx",921,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0015l*,Ricky Davis,(N/A),"G,F,Flx",923,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04vxz*,Tyler Davis,(N/A),"C,Flx",924,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03kqm*,Andre Dawkins,BOS,"G,Flx",925,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*059cj*,Aubrey Dawkins,(N/A),"G,Flx",926,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03r89*,Branden Dawson,(N/A),"F,Flx",927,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0483k*,Shawn Dawson,(N/A),"F,Flx",928,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05qys*,Javin DeLaurier,(N/A),"F,C,Flx",930,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0051q*,Willie Deane,(N/A),"G,Flx",931,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05rk9*,Gabriel Deck,(N/A),"F,Flx",932,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*038xl*,Dewayne Dedmon,(N/A),"C,Flx",933,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03ulp*,Bryce Dejean-Jones,NO,"G,Flx",934,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03byi*,Sam Dekker,(N/A),"F,Flx",935,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*041f9*,Malcolm Delaney,(N/A),"G,Flx",936,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*001b5*,Carlos Delfino,(N/A),"G,F,Flx",937,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*038og*,Matthew Dellavedova,(N/A),"G,Flx",939,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06666*,Eric Demers,(N/A),"G,Flx",940,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04z79*,Cody Demps,SAC,"G,Flx",942,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0010v*,Luol Deng,(N/A),"F,Flx",943,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06eo4*,Dexter Dennis,(N/A),"G,Flx",944,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*023z1*,Stephen Dennis,(N/A),"G,Flx",945,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*02gxl*,Justin Dentmon,(N/A),"G,Flx",946,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04vy0*,Marcus Derrickson,(N/A),"F,Flx",947,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0623b*,Michael Devoe,(N/A),"G,Flx",948,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05qvv*,Mamadi Diakite,(N/A),"F,Flx",949,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03llu*,Cheick Diallo,(N/A),"F,C,Flx",950,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*049sa*,Hamidou Diallo,(N/A),"G,Flx",951,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05qz6*,Lamine Diane,(N/A),"F,Flx",952,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06mo7*,Mohamed Diarra,(N/A),"F,Flx",953,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*00193*,Boris Diaw,(N/A),"F,C,Flx",954,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0014k*,Guillermo Diaz,(N/A),"G,Flx",956,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*031m8*,Gorgui Dieng,(N/A),"C,Flx",958,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0013y*,Ike Diogu,(N/A),"F,C,Flx",959,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0011s*,DeSagana Diop,(N/A),"C,Flx",960,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04lhx*,Daniel Dixon,(N/A),"G,Flx",962,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*001b2*,Juan Dixon,(N/A),"G,Flx",964,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06ptx*,Marcus Domask,(N/A),"F,Flx",966,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*005lg*,Joey Dorsey,(N/A),"F,C,Flx",967,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04ex4*,Tyler Dorsey,(N/A),"G,Flx",968,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04ex7*,Damyean Dotson,(N/A),"G,Flx",969,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05qsu*,Devon Dotson,(N/A),"G,Flx",970,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0019y*,Quincy Douby,(N/A),"G,Flx",971,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*01eo5*,Toney Douglas,(N/A),"G,Flx",972,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*005lb*,Chris Douglas-Roberts,(N/A),"G,F,Flx",973,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*051ov*,Sekou Doumbouya,(N/A),"F,Flx",974,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0051s*,Marcus Douthit,(N/A),"C,Flx",975,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04idm*,Milton Doyle,(N/A),"G,Flx",976,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*01ent*,Robert Dozier,(N/A),"F,Flx",977,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*005lm*,Goran Dragic,(N/A),"G,Flx",978,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*038xh*,Larry Drew II,NO,"G,Flx",980,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0010o*,Jared Dudley,(N/A),"F,Flx",981,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0010x*,Chris Duhon,(N/A),"G,Flx",982,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03sdf*,Duje Dukan,(N/A),"F,Flx",983,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*049pk*,Kellen Dunham,(N/A),"G,Flx",984,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0013u*,Mike Dunleavy,(N/A),"G,F,Flx",985,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0012n*,Ronald Dupree,(N/A),"F,Flx",986,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*064s8*,Anthony Duruji,(N/A),"F,Flx",987,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*049kg*,Trevon Duval,(N/A),"G,Flx",988,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03e70*,Cleanthony Early,(N/A),"F,Flx",989,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06mo6*,Sean East,(N/A),"G,Flx",990,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*01uzb*,Devin Ebanks,(N/A),"G,F,Flx",991,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05qxu*,Paul Eboua,(N/A),"F,Flx",992,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05uxy*,Jaime Echenique,(N/A),"C,Flx",993,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03ku7*,Jarell Eddie,CHI,"G,Flx",994,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*051pd*,Carsen Edwards,DET,"G,Flx",996,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0050d*,John Edwards,(N/A),"C,Flx",997,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*065b7*,Kyler Edwards,(N/A),"G,Flx",998,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05xcl*,Rob Edwards,(N/A),"G,Flx",999,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*023th*,Shane Edwards,(N/A),"F,Flx",1000,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*059g6*,John Egbunu,(N/A),"C,Flx",1002,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*023z5*,Jordan Eglseder,(N/A),"C,Flx",1003,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03wow*,Nnanna Egwu,(N/A),"C,Flx",1004,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*02gxm*,Moses Ehambe,(N/A),"G,F,Flx",1005,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03hz0*,Melvin Ejim,(N/A),"F,Flx",1006,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05quc*,CJ Elleby,(N/A),"F,Flx",1007,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*042nd*,Henry Ellenson,TOR,"F,Flx",1008,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*01eny*,Wayne Ellington,(N/A),"G,Flx",1009,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0050p*,Chris Ellis,(N/A),"F,Flx",1011,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*00133*,Monta Ellis,(N/A),"G,Flx",1012,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*048yi*,Perry Ellis,(N/A),"F,Flx",1013,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05y9z*,Malik Ellison,(N/A),"G,F,Flx",1014,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0017a*,Melvin Ely,(N/A),"F,C,Flx",1015,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*015ri*,Andre Emmett,(N/A),"G,Flx",1016,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*02ng8*,Kim English,(N/A),"G,Flx",1018,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*031n0*,James Ennis,(N/A),"F,Flx",1019,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03byh*,Tyler Ennis,(N/A),"G,Flx",1020,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*02t0z*,Micheal Eric,(N/A),"F,C,Flx",1021,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06q8b*,Aaron Estrada,(N/A),"G,Flx",1023,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04qs5*,Jacob Evans,(N/A),"G,Flx",1024,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04ex2*,Jawun Evans,(N/A),"G,Flx",1025,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*01uzv*,Jeremy Evans,(N/A),"F,Flx",1026,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04xie*,Keenan Evans,DET,"G,Flx",1027,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*00186*,Maurice Evans,(N/A),"G,F,Flx",1028,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0018k*,Reggie Evans,(N/A),"F,C,Flx",1029,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*01eoh*,Tyreke Evans,(N/A),"G,Flx",1030,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*005lk*,Patrick Ewing Jr.,(N/A),"F,Flx",1031,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*01en9*,Christian Eyenga,(N/A),"F,Flx",1032,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*02nfu*,Festus Ezeli,(N/A),"C,Flx",1033,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03jxp*,C.J. Fair,(N/A),"F,Flx",1034,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0558u*,Tacko Fall,(N/A),"C,Flx",1035,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*02gup*,Jarrid Famous,(N/A),"F,C,Flx",1036,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*027p7*,Kenneth Faried,(N/A),"F,C,Flx",1037,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0014y*,Jordan Farmar,(N/A),"G,Flx",1038,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*032qk*,Vitor Faverani,(N/A),"C,Flx",1039,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*01uyt*,Derrick Favors,(N/A),"F,C,Flx",1040,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*042od*,Kay Felder,(N/A),"G,Flx",1042,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03rxn*,Cristiano Felicio,(N/A),"C,Flx",1043,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*031mj*,Carrick Felix,(N/A),"G,F,Flx",1044,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0393t*,Courtney Fells,(N/A),"G,Flx",1045,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0010k*,Raymond Felton,(N/A),"G,Flx",1046,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04ewl*,Terrance Ferguson,(N/A),"G,F,Flx",1047,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*049le*,Vashil Fernandez,(N/A),"C,Flx",1048,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0483a*,Yogi Ferrell,(N/A),"G,Flx",1049,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*001bq*,Kyrylo Fesenko,(N/A),"C,Flx",1050,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*01nak*,Michael Fey,(N/A),"C,Flx",1051,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0050b*,Kimani Ffriend,(N/A),"C,Flx",1052,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06mot*,Max Fiedler,(N/A),"F,Flx",1053,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0440u*,Brandon Fields,(N/A),"G,Flx",1054,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*01uze*,Landry Fields,(N/A),"G,F,Flx",1055,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05xoj*,L.J. Figueroa,(N/A),"G,F,Flx",1056,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0051j*,Gerald Fitch,(N/A),"G,Flx",1057,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05qzg*,Malik Fitts,LAC,"F,Flx",1058,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*059wt*,Skyler Flatten,(N/A),"G,Flx",1061,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*02gum*,Gary Flowers,(N/A),"F,Flx",1063,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*01enx*,Jonny Flynn,(N/A),"G,Flx",1064,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*02wy0*,Kyle Fogg,(N/A),"G,Flx",1065,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04847*,Bryn Forbes,(N/A),"G,Flx",1066,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*023ti*,Gary Forbes,(N/A),"G,F,Flx",1067,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05y7a*,Aleem Ford,(N/A),"F,Flx",1068,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0480a*,Quincy Ford,(N/A),"F,Flx",1070,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*02h2h*,Courtney Fortson,(N/A),"G,Flx",1072,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05xob*,Marcus Foster,(N/A),"G,Flx",1073,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*02nfk*,Evan Fournier,(N/A),"G,Flx",1075,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0016m*,Randy Foye,(N/A),"G,Flx",1076,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0014e*,Richie Frahm,(N/A),"G,Flx",1077,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06hdw*,Armaan Franklin,(N/A),"G,Flx",1078,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*031mr*,Jamaal Franklin,DEN,"G,F,Flx",1079,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*059fu*,Robert Franks,ORL,"F,Flx",1080,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04qsc*,Melvin Frazier Jr.,(N/A),"G,Flx",1081,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03v03*,Michael Frazier,(N/A),"G,Flx",1082,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03ku2*,Tim Frazier,CLE,"G,Flx",1083,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*027ot*,Jimmer Fredette,(N/A),"G,Flx",1084,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*02oez*,Joel Freeland,(N/A),"F,C,Flx",1085,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0493y*,Trey Freeman,(N/A),"G,Flx",1086,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06mop*,Samson Froling,(N/A),"C,Flx",1088,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06qf9*,Taylor Funk,(N/A),"F,Flx",1091,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*059y8*,Kenny Gabriel,(N/A),"F,Flx",1092,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04vu2*,Wenyen Gabriel,(N/A),"F,Flx",1093,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0393q*,Abdul Gaddy,(N/A),"G,Flx",1094,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*01nai*,Tony Gaffney,(N/A),"F,Flx",1095,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*01s5v*,Sundiata Gaines,(N/A),"G,Flx",1096,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*005ke*,Danilo Gallinari,(N/A),"F,Flx",1097,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*01uzm*,Tiny Gallon,(N/A),"F,Flx",1098,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06kv0*,Jaylin Galloway,(N/A),"F,Flx",1099,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03k50*,Langston Galloway,(N/A),"G,Flx",1100,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*059cf*,Jakeenan Gant,(N/A),"G,Flx",1101,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06z61*,Myron Gardner,MIA,"F,Flx",1103,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06hrf*,Patrick Gardner,(N/A),"C,Flx",1104,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*045qh*,Patricio Garino,(N/A),"G,Flx",1105,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05uix*,Usman Garuba,(N/A),"F,Flx",1106,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*004zd*,Marc Gasol,(N/A),"C,Flx",1107,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0014q*,Pau Gasol,POR,"F,C,Flx",1108,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04xdt*,Kaiser Gates,(N/A),"F,Flx",1109,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0015a*,Rudy Gay,(N/A),"F,Flx",1110,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*042o8*,Michael Gbinije,(N/A),"F,Flx",1111,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*01ng7*,Alonzo Gee,DEN,"G,F,Flx",1112,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0490w*,Marcus Georges-Hunt,(N/A),"G,Flx",1113,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*043vy*,Jonathan Gibson,(N/A),"G,Flx",1114,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05qu6*,Romaro Gill,(N/A),"C,Flx",1116,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05qzc*,Freddie Gillespie,(N/A),"F,Flx",1117,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*065ut*,Jacob Gilyard,(N/A),"G,Flx",1118,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*005ln*,James Gist,(N/A),"F,Flx",1119,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*065vf*,Grant Golden,(N/A),"F,Flx",1120,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
